STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SPECIES,Species,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL,Critically endangered species,SPC,Species,INVERTEB,,33,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL,Critically endangered species,SPC,Species,LICHEN,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL,Critically endangered species,SPC,Species,MAMMAL,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL,Critically endangered species,SPC,Species,REPTILE,,9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL,Critically endangered species,SPC,Species,VASCULAR_PLANT,,74,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,AMPHIBIAN,,10,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,BIRD,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,FISH_TOT,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,FRESHW_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,INVERTEB,,33,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,LICHEN,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,MAMMAL,,3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,REPTILE,,9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,CRITICAL_IND,Critically endangered indigenous species,SPC,Species,VASCULAR_PLANT,,74,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED,Endangered species,SPC,Species,AMPHIBIAN,,23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED,Endangered species,SPC,Species,BIRD,,25,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED,Endangered species,SPC,Species,FISH_TOT,,23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED,Endangered species,SPC,Species,FRESHW_F,,23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED,Endangered species,SPC,Species,INVERTEB,,63,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED,Endangered species,SPC,Species,MAMMAL,,13,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED,Endangered species,SPC,Species,REPTILE,,18,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED,Endangered species,SPC,Species,VASCULAR_PLANT,,199,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED_IND,Endangered indigenous species,SPC,Species,AMPHIBIAN,,23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED_IND,Endangered indigenous species,SPC,Species,BIRD,,25,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED_IND,Endangered indigenous species,SPC,Species,FISH_TOT,,23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED_IND,Endangered indigenous species,SPC,Species,FRESHW_F,,23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED_IND,Endangered indigenous species,SPC,Species,INVERTEB,,63,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED_IND,Endangered indigenous species,SPC,Species,MAMMAL,,13,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED_IND,Endangered indigenous species,SPC,Species,REPTILE,,18,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,ENDANGERED_IND,Endangered indigenous species,SPC,Species,VASCULAR_PLANT,,199,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,AMPHIBIAN,,68.75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,BIRD,,9.236948,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,FISH_TOT,,3.099511,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,FRESHW_F,,84.09091,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,INVERTEB,,0.9877978,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,LICHEN,,0.1446132,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,MAMMAL,,22.22222,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,MARINE_F,,0.08460237,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,MOSS,,0.9922823,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,REPTILE,,38.51852,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,IND_PERCENT,Threatened indigenous species,PT_SPC_IND,Percentage of indigenous species,VASCULAR_PLANT,,9.15145,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,AMPHIBIAN,,67.69231,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,BIRD,,9.019608,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,FISH_TOT,,2.987421,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,FRESHW_F,,51.38889,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,INVERTEB,,0.9738134,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,LICHEN,,0.1446132,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,MAMMAL,,19.45946,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,MARINE_F,,0.08460237,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,MOSS,,0.9750813,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,REPTILE,,37.14286,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREAT_PERCENT,Threatened species,PT_SPC_KN,Percentage of known species,VASCULAR_PLANT,,6.980174,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED,Threatened species,SPC,Species,AMPHIBIAN,,44,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED,Threatened species,SPC,Species,BIRD,,46,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED,Threatened species,SPC,Species,FISH_TOT,,38,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED,Threatened species,SPC,Species,FRESHW_F,,37,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED,Threatened species,SPC,Species,INVERTEB,,119,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED,Threatened species,SPC,Species,LICHEN,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED,Threatened species,SPC,Species,MAMMAL,,36,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED,Threatened species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED,Threatened species,SPC,Species,REPTILE,,52,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED,Threatened species,SPC,Species,VASCULAR_PLANT,,426,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED_IND,Indigenous threatened species,SPC,Species,AMPHIBIAN,,44,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED_IND,Indigenous threatened species,SPC,Species,BIRD,,46,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED_IND,Indigenous threatened species,SPC,Species,FISH_TOT,,38,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED_IND,Indigenous threatened species,SPC,Species,FRESHW_F,,37,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED_IND,Indigenous threatened species,SPC,Species,INVERTEB,,119,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED_IND,Indigenous threatened species,SPC,Species,LICHEN,,2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED_IND,Indigenous threatened species,SPC,Species,MAMMAL,,36,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED_IND,Indigenous threatened species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED_IND,Indigenous threatened species,SPC,Species,REPTILE,,52,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,THREATENED_IND,Indigenous threatened species,SPC,Species,VASCULAR_PLANT,,426,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,AMPHIBIAN,,65,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,BIRD,,510,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,FISH_TOT,,1272,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,FRESHW_F,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,INVERTEB,,12220,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,LICHEN,,1383,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,MAMMAL,,185,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,MARINE_F,,1182,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,MOSS,,923,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,REPTILE,,140,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN,Known species,SPC,Species,VASCULAR_PLANT,,6103,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,AMPHIBIAN,,64,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,BIRD,,498,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,FISH_TOT,,1226,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,FRESHW_F,,44,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,INVERTEB,,12047,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,LICHEN,,1383,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,MAMMAL,,162,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,MARINE_F,,1182,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,MOSS,,907,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,REPTILE,,135,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,TOT_KNOWN_IND,Indigenous known species,SPC,Species,VASCULAR_PLANT,,4655,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE,Vulnerable species,SPC,Species,AMPHIBIAN,,11,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE,Vulnerable species,SPC,Species,BIRD,,19,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE,Vulnerable species,SPC,Species,FISH_TOT,,14,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE,Vulnerable species,SPC,Species,FRESHW_F,,13,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE,Vulnerable species,SPC,Species,INVERTEB,,23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE,Vulnerable species,SPC,Species,LICHEN,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE,Vulnerable species,SPC,Species,MAMMAL,,20,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE,Vulnerable species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE,Vulnerable species,SPC,Species,REPTILE,,25,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE,Vulnerable species,SPC,Species,VASCULAR_PLANT,,153,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,AMPHIBIAN,,11,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,BIRD,,19,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,FISH_TOT,,14,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,FRESHW_F,,13,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,INVERTEB,,23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,LICHEN,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,MAMMAL,,20,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,MARINE_F,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,REPTILE,,25,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,CHL,Chile,VULNERABLE_IND,Vulnerable indigenous species,SPC,Species,VASCULAR_PLANT,,153,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WILD_LIFE@DF_WILD_LIFE(1.0),Threatened species,I,COL,Colombia,CRITICAL,Critically endangered species,SPC,Species,AMPHIBIAN,,75,,A,Normal value,0,Units,1,One
